"","gene","sign_pVal.logFC","X.Replicon.Name","Replicon.Accession","Start","Stop","Strand","GeneID","Locus","Protein.product","Length","COG.s.","Protein.name","class","subclass","LocateP.Subcellular.Localization.Prediction"
"29","lp_0169",3.54650084635515,"chr","NC_004567.2",145452,146033,"+",1061298,"dak2","YP_004888226.1",193,"-","dihydroxyacetone phosphotransferase,ADP-binding subunit","Fatty acid and phospholipid metabolism","Glycerolipid metabolism","@Intracellular"
"31","lp_0171",3.58480797970209,"chr","NC_004567.2",146413,147120,"+",1061296,"dhaP","YP_004888228.1",235,"-","dihydroxyacetone transport protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"301","lp_2757",3.64024560176371,"chr","NC_004567.2",2449505,2451229,"-",1063082,"-","YP_004890381.1",574,"-","maltogenic alpha-amylase","Central intermediary metabolism","Biosynthesis and degradation of polysaccharides","@Intracellular"
"368","lp_3313",3.67910562029257,"chr","NC_004567.2",2949058,2951316,"+",1064019,"pflB","YP_004890827.1",752,"-","formate C-acetyltransferase","Energy metabolism","Fermentation","@Intracellular"
"305","lp_2780",3.68522089610392,"chr","NC_004567.2",2472127,2472474,"-",1063108,"pts20A","YP_004890401.1",115,"-","PTS system, cellobiose-specific EIIA component","Transport and binding proteins","PTS systems","@Intracellular"
"369","lp_3314",3.74323002264187,"chr","NC_004567.2",2951353,2952174,"+",1063963,"pflA","YP_004890828.1",273,"-","formate C-acetyltransferase activating enzyme","Energy metabolism","Fermentation","@Intracellular"
"194","lp_1566",3.8612216268467,"chr","NC_004567.2",1431285,1431587,"+",1064178,"-","YP_004889398.1",100,"-","hypothetical protein lp_1566","Hypothetical proteins","Conserved: other","@N-terminally anchored (No CS)"
"282","lp_2629",3.87172404973771,"chr","NC_004567.2",2341564,2343321,"-",1062877,"pox3","YP_004890281.1",585,"-","pyruvate oxidase","Energy metabolism","Aerobic","@Intracellular"
"333","lp_3009",3.91966800584429,"chr","NC_004567.2",2676726,2677052,"-",1063515,"pts23B","YP_004890580.1",108,"-","PTS system, cellobiose-specific EIIB component","Transport and binding proteins","PTS systems","@N-terminally anchored (with CS)"
"58","lp_0286",3.93700491150787,"chr","NC_004567.2",259439,260764,"+",1061159,"pts6C","YP_004888326.1",441,"-","PTS system, cellobiose-specific EIIC component","Transport and binding proteins","PTS systems","@Multi-transmembrane"
"8","lp_0063",4.05389645345143,"chr","NC_004567.2",62200,63735,"+",1061282,"-","YP_004888144.1",511,"-","hypothetical protein lp_0063","Hypothetical proteins","Conserved: other","@Intracellular"
"416","lp_3657",4.13590015297836,"chr","NC_004567.2",3277908,3278711,"-",1061599,"srlD2","YP_004891125.1",267,"-","sorbitol-6-phosphate 2-dehydrogenase","Energy metabolism","Sugars","@Intracellular"
"335","lp_3011",4.14560452120709,"chr","NC_004567.2",2678548,2679930,"-",1063502,"pbg6","YP_004890582.1",460,"-","6-phospho-beta-glucosidase","Energy metabolism","Sugars","@Intracellular"
"52","lp_0242",4.18875693452206,"chr","NC_004567.2",217779,218243,"-",1061385,"ndk","YP_004888286.1",154,"-","nucleoside-diphosphate kinase","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"289","lp_2696",4.20577298635516,"chr","NC_004567.2",2397218,2398327,"-",1062972,"oroP","YP_004890331.1",369,"-","orotate transport protein","Transport and binding proteins","Nucleosides, purines and pyrimidines","@Multi-transmembrane"
"110","lp_0849",4.22101254627685,"chr","NC_004567.2",787618,789357,"+",1061989,"pox1","YP_004888816.1",579,"-","pyruvate oxidase","Energy metabolism","Aerobic","@Intracellular"
"30","lp_0170",4.38583138010061,"chr","NC_004567.2",146030,146398,"+",1061297,"dak3","YP_004888227.1",122,"-","dihydroxyacetone phosphotransferase, phosphoryl donor protein","Fatty acid and phospholipid metabolism","Glycerolipid metabolism","@Intracellular"
"334","lp_3010",4.39706034336396,"chr","NC_004567.2",2677076,2678548,"-",1063503,"pts23C","YP_004890581.1",490,"-","PTS system, cellobiose-specific EIIC component","Transport and binding proteins","PTS systems","@Multi-transmembrane"
"61","lp_0310",4.40812694384453,"chr","NC_004567.2",286486,287682,"+",1061294,"ack2","YP_004888348.1",398,"-","acetate kinase","Energy metabolism","Fermentation","@Intracellular"
"51","lp_0240",4.56158687031371,"chr","NC_004567.2",217136,217537,"-",1061386,"-","YP_004888285.1",133,"-","hypothetical protein lp_0240","Hypothetical proteins","Not conserved: other","@Intracellular"
"27","lp_0156",4.66092004323589,"chr","NC_004567.2",134069,134881,"+",1061314,"-","YP_004888215.1",270,"-","hypothetical protein lp_0156","Hypothetical proteins","Not conserved: other","@Multi-transmembrane"
"260","lp_2371",4.70210079886085,"chr","NC_004567.2",2140998,2142278,"-",1062423,"pyrP","YP_004890073.1",426,"-","uracil transport protein","Transport and binding proteins","Nucleosides, purines and pyrimidines","@Multi-transmembrane"
"26","lp_0155",5.01865626373736,"chr","NC_004567.2",133259,134044,"+",1061315,"-","YP_004888214.1",261,"-","hypothetical protein lp_0155","Hypothetical proteins","Not conserved: other","@Multi-transmembrane"
"77","lp_0372",5.61937092542114,"chr","NC_004567.2",342261,342983,"+",1064207,"glpF3","YP_004888403.1",240,"-","glycerol uptake facilitator protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
"76","lp_0371",5.774330006869,"chr","NC_004567.2",340417,342246,"+",1061131,"glpD","YP_004888402.1",609,"-","glycerol-3-phosphate dehydrogenase,FAD-dependent","Fatty acid and phospholipid metabolism","Glycerolipid metabolism","@Intracellular"
"249","lp_2154",5.83612861243834,"chr","NC_004567.2",1946957,1948069,"-",1063699,"pdhA","YP_004889896.1",370,"-","pyruvate dehydrogenase complex, E1 component,alpha subunit","Energy metabolism","Glycolysis","@Intracellular"
"288","lp_2685",5.93688690005649,"chr","NC_004567.2",2384767,2385636,"+",1062959,"dapA2","YP_004890323.1",289,"-","dihydrodipicolinate synthase","Amino acid biosynthesis","Aspartate family","@Intracellular"
"246","lp_2151",6.05314014825606,"chr","NC_004567.2",1943205,1944617,"-",1062177,"pdhD","YP_004889893.1",470,"-","pyruvate dehydrogenase complex, E3 component; dihydrolipoamide dehydrogenase","Energy metabolism","Glycolysis","@Intracellular"
"287","lp_2684",6.06191589416956,"chr","NC_004567.2",2383590,2384762,"+",1062942,"araT2","YP_004890322.1",390,"-","aromatic amino acid specific aminotransferase","Energy metabolism","Amino acids and amines","@Intracellular"
"248","lp_2153",6.06923093562799,"chr","NC_004567.2",1945978,1946955,"-",1063701,"pdhB","YP_004889895.1",325,"-","pyruvate dehydrogenase complex, E1 component,beta subunit","Energy metabolism","Glycolysis","@Intracellular"
"247","lp_2152",6.10473007030824,"chr","NC_004567.2",1944625,1945920,"-",1063704,"pdhC","YP_004889894.1",431,"-","pyruvate dehydrogenase complex, E2 component; dihydrolipoamide S-acetyltransferase","Energy metabolism","Glycolysis","@Intracellular"
"292","lp_2699",6.76008383621828,"chr","NC_004567.2",2399693,2400610,"-",1062981,"pyrD","YP_004890334.1",305,"-","dihydroorotate oxidase","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"291","lp_2698",6.78974515221303,"chr","NC_004567.2",2398983,2399696,"-",1062962,"pyrF","YP_004890333.1",237,"-","orotidine-5\'-phosphate decarboxylase","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"293","lp_2701",6.79784280829312,"chr","NC_004567.2",2403822,2404916,"-",1062973,"pyrAA","YP_004890336.1",364,"-","carbamoyl-phosphate synthase,pyrimidine-specific, small chain","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"295","lp_2703",6.8310433893846,"chr","NC_004567.2",2406209,2407144,"-",1062971,"pyrB","YP_004890338.1",311,"-","aspartate carbamoyltransferase","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"290","lp_2697",6.89996569134997,"chr","NC_004567.2",2398343,2398981,"-",1062963,"pyrE","YP_004890332.1",212,"-","orotate phosphoribosyltransferase","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"294","lp_2702",7.02575320480918,"chr","NC_004567.2",2404913,2406205,"-",1062984,"pyrC","YP_004890337.1",430,"-","dihydroorotase","Purines, pyrimidines, nucleosides and nucleotides","Pyrimidine ribonucleotide biosynthesis","@Intracellular"
"418","lp_3659",7.96144549491589,"chr","NC_004567.2",3279930,3280325,"-",1061601,"rbsD","YP_004891127.1",131,"-","D-ribose mutarotase","Energy metabolism","Sugars","@Intracellular"
"419","lp_3660",8.09546726610373,"chr","NC_004567.2",3280328,3281248,"-",1061610,"rbsK1","YP_004891128.1",306,"-","ribokinase","Energy metabolism","Sugars","@Intracellular"
"417","lp_3658",8.24289964866182,"chr","NC_004567.2",3279016,3279900,"-",1061612,"rbsU","YP_004891126.1",294,"-","ribose transport protein","Transport and binding proteins","Carbohydrates, organic alcohols and acids","@Multi-transmembrane"
