#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_004567.2	2696703	2697458	+	1062851	-	lp_3033	YP_004890604.1	251	-	short-chain dehydrogenase
chr	NC_004567.2	2697475	2698131	+	1062855	-	lp_3034	YP_004890605.1	218	-	short-chain dehydrogenase/oxidoreductase,atypical SDR family, subgroup 6
chr	NC_004567.2	2698344	2699606	+	1062745	ISP1_9	lp_3036	YP_004890606.1	420	-	transposase
chr	NC_004567.2	2699736	2700926	-	1062961	-	lp_3038	YP_004890607.1	396	-	membrane protein
chr	NC_004567.2	2700948	2702729	-	1062894	-	lp_3040	YP_004890608.1	593	-	multidrug ABC transporter, ATP-binding and permease protein
chr	NC_004567.2	2702722	2704446	-	1062987	-	lp_3042	YP_004890609.1	574	-	multidrug ABC transporter, ATP-binding and permease protein
chr	NC_004567.2	2704867	2705901	+	1062798	zmp4	lp_3043	YP_004890610.1	344	-	extracellular zinc metalloproteinase
chr	NC_004567.2	2706304	2707503	+	1063091	amd	lp_3044	YP_004890611.1	399	-	aminohydrolase/peptidase, M20D family
chr	NC_004567.2	2707595	2708485	-	1063238	-	lp_3045	YP_004890612.1	296	-	short-chain dehydrogenase/oxidoreductase,classical SDR family, subgroup 1
chr	NC_004567.2	2708739	2709164	-	1063057	-	lp_3047	YP_004890613.1	141	-	hypothetical protein lp_3047
chr	NC_004567.2	2709321	2710142	-	1062938	-	lp_3048	YP_004890614.1	273	-	Xre family transcriptional regulator
chr	NC_004567.2	2710269	2711753	-	1063041	-	lp_3049	YP_004890615.1	494	-	amino acid transport protein
chr	NC_004567.2	2712050	2712445	+	1063259	-	lp_3050	YP_004890616.1	131	-	extracellular transglycosylase, membrane-bound
chr	NC_004567.2	2712741	2713913	+	1063293	dhaT	lp_3051	YP_004890617.1	390	-	1,3-propanediol dehydrogenase
chr	NC_004567.2	2715140	2716261	-	1062974	-	lp_3054	YP_004890618.1	373	-	aryl-alcohol dehydrogenase
chr	NC_004567.2	2716624	2718549	-	1062925	copA	lp_3055	YP_004890619.1	641	-	copper transporting ATPase
chr	NC_004567.2	2718549	2718818	-	1063268	-	lp_3057	YP_004890620.1	89	-	copper-binding protein
chr	NC_004567.2	2718834	2719208	-	1063298	-	lp_3058	YP_004890621.1	124	-	copper-binding protein
chr	NC_004567.2	2719615	2723685	-	1063537	aapA	lp_3059	YP_004890622.1	1356	-	adherence-associated mucus-binding protein,LPXTG-motif cell wall anchor
chr	NC_004567.2	2723819	2724580	-	1063112	-	lp_3060	YP_004890623.1	253	-	AraC family transcriptional regulator
chr	NC_004567.2	2724911	2725195	-	1063126	-	lp_3062	YP_004890624.1	94	-	regulator of competence TfoX
chr	NC_004567.2	2725199	2726467	-	1063315	hpk9	lp_3063	YP_004890625.1	422	-	two-component system histidine protein kinase; sensor protein
chr	NC_004567.2	2726737	2728224	-	1063543	-	lp_3064	YP_004890626.1	495	-	cell surface protein, CscC family
chr	NC_004567.2	2728217	2728642	-	1063540	-	lp_3065	YP_004890627.1	141	-	cell surface protein precursor, CscD family,LPXTG-motif cell wall anchor
chr	NC_004567.2	2728670	2729734	-	1063281	-	lp_3066	YP_004890628.1	354	-	cell surface protein precursor
chr	NC_004567.2	2729893	2730495	-	1063544	-	lp_3067	YP_004890629.1	200	-	cell surface protein, CscB family
chr	NC_004567.2	2731220	2732188	-	1063567	-	lp_3069	YP_004890630.1	322	-	medium-chain degydrogenase/reductase, Qor family
chr	NC_004567.2	2732213	2732608	-	1063566	-	lp_3070	YP_004890631.1	131	-	Fe-S cluster biosynthesis protein
chr	NC_004567.2	2732704	2733330	-	1063305	-	lp_3071	YP_004890632.1	208	-	hypothetical protein lp_3071
chr	NC_004567.2	2733517	2734560	-	1063607	-	lp_3072	YP_004890633.1	347	-	cell surface protein precursor
chr	NC_004567.2	2734633	2735241	-	1063576	-	lp_3073	YP_004890634.1	202	-	cell surface protein, CscB family
chr	NC_004567.2	2735238	2735609	-	1063608	-	lp_3074	YP_004890635.1	123	-	cell surface protein precursor, CscD family,LPXTG-motif cell wall anchor
chr	NC_004567.2	2735786	2738533	-	1063580	-	lp_3075	YP_004890636.1	915	-	cell surface protein, CscC family
chr	NC_004567.2	2739056	2739880	-	1063582	-	lp_3077	YP_004890637.1	274	-	extracellular protein
chr	NC_004567.2	2740016	2740669	-	1063630	-	lp_3078	YP_004890638.1	217	-	(pyro)phosphohydrolase, HAD superfamily
chr	NC_004567.2	2740850	2741179	+	1063617	-	lp_3079	YP_004890639.1	109	-	PadR family transcriptional regulator
chr	NC_004567.2	2741176	2741853	+	1063637	-	lp_3080	YP_004890640.1	225	-	membrane protein
chr	NC_004567.2	2741927	2742289	-	1063645	-	lp_3081	YP_004890641.1	120	-	MarR family transcriptional regulator
chr	NC_004567.2	2742416	2743621	+	1063605	-	lp_3082	YP_004890642.1	401	-	carbohydrate transporter, major facilitator superfamily (MFS), putative 2,5 didehydro-D-gluconate-like
chr	NC_004567.2	2744152	2744781	+	1063606	-	lp_3084	YP_004890643.1	209	-	cell surface protein, ErfK family
chr	NC_004567.2	2744913	2746814	-	1063641	asnB2	lp_3085	YP_004890644.1	633	-	asparagine synthase
chr	NC_004567.2	2747309	2748055	-	1063646	lamR	lp_3087	YP_004890645.1	248	-	two-component system response regulator
chr	NC_004567.2	2748060	2749310	-	1063618	lamK	lp_3088	YP_004890646.1	416	-	two-component system histidine protein kinase; sensor protein
chr	NC_004567.2	2749310	2749438	-	11933314	-	lp_3089	YP_004890647.1	42	-	auto-inducing peptide
chr	NC_004567.2	2749665	2750246	-	1063616	-	lp_3090	YP_004890648.1	193	-	TetR family transcriptional regulator
chr	NC_004567.2	2750380	2751294	+	1063634	-	lp_3091	YP_004890649.1	304	-	short-chain dehydrogenase/oxidoreductase,atypical SDR family, subgroup 1
chr	NC_004567.2	2751334	2752746	+	1063638	gabD	lp_3092	YP_004890650.1	470	-	succinate-semialdehyde dehydrogenase (NAD(P)+)
chr	NC_004567.2	2753017	2755599	-	1063649	-	lp_3093	YP_004890651.1	860	-	lysozyme/muramidase, glycoside hydrolase family 25
chr	NC_004567.2	2755885	2756169	+	1063627	-	lp_3094	YP_004890652.1	94	-	hypothetical protein lp_3094
chr	NC_004567.2	2756453	2756818	-	1063632	-	lp_3095	YP_004890653.1	121	-	MarR family transcriptional regulator
chr	NC_004567.2	2756951	2757679	+	1063660	-	lp_3096	YP_004890654.1	242	-	short-chain dehydrogenase
chr	NC_004567.2	2757838	2758404	-	1063647	-	lp_3097	YP_004890655.1	188	-	TetR family transcriptional regulator
chr	NC_004567.2	2758531	2759568	+	1063668	-	lp_3098	YP_004890656.1	345	-	NAD-dependent epimerase/dehydratase family protein
chr	NC_004567.2	2759717	2760283	-	1063644	-	lp_3099	YP_004890657.1	188	-	membrane protein
chr	NC_004567.2	2760503	2761456	-	1063728	-	lp_3100	YP_004890658.1	317	-	aldo/keto reductase family protein
chr	NC_004567.2	2761573	2763051	-	1063730	-	lp_3101	YP_004890659.1	492	-	transport protein, major facilitator superfamily (MFS)
chr	NC_004567.2	2763169	2763768	+	1063733	-	lp_3102	YP_004890660.1	199	-	TetR family transcriptional regulator
chr	NC_004567.2	2763889	2764818	-	1063673	fhuD	lp_3103	YP_004890661.1	309	-	iron chelatin ABC transporter, substrate binding protein
chr	NC_004567.2	2765055	2765849	+	1063663	fhuC	lp_3104	YP_004890662.1	264	-	iron chelatin ABC transporter, ATP-binding protein
chr	NC_004567.2	2765846	2766844	+	1063682	fhuB	lp_3105	YP_004890663.1	332	-	iron chelatin ABC transporter, permease protein
chr	NC_004567.2	2766841	2767836	+	1063748	fhuG	lp_3106	YP_004890664.1	331	-	iron chelatin ABC transporter, permease protein
chr	NC_004567.2	2768080	2768592	+	1063648	-	lp_3107	YP_004890665.1	170	-	TetR family transcriptional regulator
chr	NC_004567.2	2768573	2769466	-	1063753	-	lp_3108	YP_004890666.1	297	-	short-chain dehydrogenase/oxidoreductase,atypical SDR family, subgroup 7
chr	NC_004567.2	2769760	2770506	-	1063755	-	lp_3110	YP_004890667.1	248	-	short-chain dehydrogenase
chr	NC_004567.2	2770523	2771029	-	1063772	-	lp_3111	YP_004890668.1	168	-	acetyltransferase
chr	NC_004567.2	2771288	2772124	+	1063767	-	lp_3112	YP_004890669.1	278	-	short-chain dehydrogenase
chr	NC_004567.2	2772135	2772515	+	1063758	-	lp_3113	YP_004890670.1	126	-	MerR family transcriptional regulator
chr	NC_004567.2	2772613	2778711	-	1063769	-	lp_3114	YP_004890671.1	2032	-	mucus-binding protein, LPXTG-motif cell wall anchor
chr	NC_004567.2	2779180	2780241	-	1063786	-	lp_3115	YP_004890672.1	353	-	cell surface protein precursor
chr	NC_004567.2	2780315	2780887	-	1063825	-	lp_3116	YP_004890673.1	190	-	cell surface protein, CscB family
chr	NC_004567.2	2780940	2783192	-	1063793	-	lp_3117	YP_004890674.1	750	-	cell surface protein, CscC family
chr	NC_004567.2	2784136	2784798	+	1063797	-	lp_3119	YP_004890675.1	220	-	TetR family transcriptional regulator
chr	NC_004567.2	2784795	2786582	+	1063821	lepA2	lp_3120	YP_004890676.1	595	-	GTP-binding translation elongation factor LepA
chr	NC_004567.2	2787060	2788661	-	1063742	nhaP4	lp_3122	YP_004890677.1	533	-	Na(+)/H(+) antiporter
chr	NC_004567.2	2788963	2789787	-	1063847	-	lp_3123	YP_004890678.1	274	-	NADH pyrophosphatase, Nudix family
chr	NC_004567.2	2789942	2790850	-	1063811	-	lp_3124	YP_004890679.1	302	-	LysR family transcriptional regulator
chr	NC_004567.2	2791021	2792502	+	1063850	-	lp_3125	YP_004890680.1	493	-	fumarate reductase, flavoprotein subunit
chr	NC_004567.2	2792958	2796527	+	1063834	-	lp_3127	YP_004890681.1	1189	-	mucus-binding protein, LPXTG-motif cell wall anchor
chr	NC_004567.2	2796734	2797201	+	1063806	dps1	lp_3128	YP_004890682.1	155	-	DNA-binding ferritin-like protein, DPS family
chr	NC_004567.2	2797323	2797562	-	1063872	-	lp_3129	YP_004890683.1	79	-	hypothetical protein lp_3129
chr	NC_004567.2	2797845	2798642	-	1063913	-	lp_3130	YP_004890684.1	265	-	hypothetical protein lp_3130
chr	NC_004567.2	2798917	2799750	-	1063879	bglG3	lp_3131	YP_004890685.1	277	-	transcription antiterminator, BglB family
chr	NC_004567.2	2799769	2801220	-	1063824	pbg7	lp_3132	YP_004890686.1	483	-	6-phospho-beta-glucosidase
chr	NC_004567.2	2801224	2803071	-	1063839	pts24BCA	lp_3133	YP_004890687.1	615	-	PTS system, beta-glucosides-specific EIIBCA component
chr	NC_004567.2	2803412	2803783	+	1063873	-	lp_3134	YP_004890688.1	123	-	extracellular protein
chr	NC_004567.2	2803915	2805906	-	1063956	tkt3	lp_3135	YP_004890689.1	663	-	transketolase
chr	NC_004567.2	2805956	2807332	-	1063967	-	lp_3136	YP_004890690.1	458	-	SgaT/UlaA family sugar-specific permease
chr	NC_004567.2	2807348	2807650	-	1063861	pts25B	lp_3137	YP_004890691.1	100	-	PTS system transporter subunit IIB
chr	NC_004567.2	2807647	2809770	-	1063899	-	lp_3138	YP_004890692.1	707	-	bifunctional protein: transcriptional antiterminator, BglG family; PTS system, EIIA component
chr	NC_004567.2	2810465	2811730	+	1063936	-	lp_3139	YP_004890693.1	421	-	membrane protein
chr	NC_004567.2	2812052	2812327	-	1063958	-	lp_3141	YP_004890694.1	91	-	hypothetical protein lp_3141
chr	NC_004567.2	2812436	2813023	+	1063974	-	lp_3142	YP_004890695.1	195	-	Type 1 glutamine amidotransferase (GATase1)-like domain protein, ThiJ/PfpI family
chr	NC_004567.2	2813402	2813662	-	1063914	-	lp_3143	YP_004890696.1	86	-	hypothetical protein lp_3143
chr	NC_004567.2	2813913	2814239	-	1063970	-	lp_3144	YP_004890697.1	108	-	oxidoreductase, C-terminal fragment
chr	NC_004567.2	2814330	2814872	-	1063960	-	lp_3145	YP_004890698.1	180	-	oxidoreductase, N-terminal fragment
chr	NC_004567.2	2815899	2816987	+	1063961	-	lp_3150	YP_004890699.1	362	-	malate dehydrogenase
chr	NC_004567.2	2819313	2819972	+	1063968	-	lp_3155	YP_004890703.1	219	-	cell surface protein, ErfK family
chr	NC_004567.2	2821065	2821667	-	1063975	-	lp_3158	YP_004890706.1	200	-	short-chain dehydrogenase/oxidoreductase,atypical SDR family, subgroup 6
chr	NC_004567.2	2821668	2822111	-	1063989	baiE	lp_3159	YP_004890707.1	147	-	bile acid 7-alpha-dehydratase
chr	NC_004567.2	2822236	2823690	-	1063979	-	lp_3160	YP_004890708.1	484	-	multidrug transport protein, major facilitator superfamily (MFS)
chr	NC_004567.2	2823702	2824079	-	1063976	-	lp_3161	YP_004890709.1	125	-	hypothetical protein lp_3161
chr	NC_004567.2	2824389	2824973	-	1064002	-	lp_3164	YP_004890710.1	194	-	TetR family transcriptional regulator
chr	NC_004567.2	2827247	2827513	-	1063990	-	lp_3169	YP_004890714.1	88	-	hypothetical protein lp_3169
chr	NC_004567.2	2827652	2828344	-	1063992	pmg9	lp_3170	YP_004890715.1	230	-	phosphoglycerate mutase family protein
chr	NC_004567.2	2828420	2829502	-	1064024	-	lp_3171	YP_004890716.1	360	-	membrane protein
chr	NC_004567.2	2829650	2830804	-	1063996	xylR	lp_3172	YP_004890717.1	384	-	xylose operon regulator, ROK family
chr	NC_004567.2	2831176	2832213	-	1064007	-	lp_3173	YP_004890718.1	345	-	cell surface protein, membrane-anchored
chr	NC_004567.2	2832356	2833549	+	1061889	cfa2	lp_3174	YP_004890719.1	397	-	cyclopropane-fatty-acyl-phospholipid synthase
chr	NC_004567.2	2833631	2834545	-	1064034	-	lp_3175	YP_004890720.1	304	-	membrane protein
chr	NC_004567.2	2834878	2835984	-	1064009	pkn2	lp_3176	YP_004890721.1	368	-	serine/threonine protein kinase
chr	NC_004567.2	2836009	2836371	+	1063993	-	lp_3177	YP_004890722.1	120	-	membrane protein
chr	NC_004567.2	2836380	2836934	+	1064025	-	lp_3178	YP_004890723.1	184	-	extracellular protein
chr	NC_004567.2	2836986	2837420	+	1064012	-	lp_3179	YP_004890724.1	144	-	hypothetical protein lp_3179
chr	NC_004567.2	2837551	2837910	-	1061910	-	lp_3180	YP_004890725.1	119	-	membrane protein
chr	NC_004567.2	2838454	2839104	-	1064030	tauE2	lp_3183	YP_004890726.1	216	-	sulfite export protein
chr	NC_004567.2	2839164	2839514	-	1064003	-	lp_3184	YP_004890727.1	116	-	branched-chain amino acid transport protein
chr	NC_004567.2	2839535	2840320	-	1064046	-	lp_3185	YP_004890728.1	261	-	branched-chain amino acid transport protein
chr	NC_004567.2	2840458	2840955	-	1064045	bar	lp_3187	YP_004890729.1	165	-	phosphinothricin N-acetyltransferase
chr	NC_004567.2	2841541	2842875	-	1061957	dacA1	lp_3189	YP_004890730.1	444	-	serine-type D-Ala-D-Ala carboxypeptidase
chr	NC_004567.2	2842945	2844105	-	1061951	hpk11	lp_3190	YP_004890731.1	386	-	two component system histidine protein kinase; sensor protein
chr	NC_004567.2	2844122	2844811	-	1061952	rrp11	lp_3191	YP_004890732.1	229	-	two component system response regulator
chr	NC_004567.2	2844902	2845591	-	1061950	-	lp_3192	YP_004890733.1	229	-	membrane protein
chr	NC_004567.2	2845767	2846696	-	1061958	prtM2	lp_3193	YP_004890734.1	309	-	peptidyl-prolyl isomerase
chr	NC_004567.2	2846965	2848116	-	1061924	guaB	lp_3194	YP_004890735.1	383	-	inosine 5\'-monophosphate (IMP) dehydrogenase
chr	NC_004567.2	2848402	2849127	-	1061911	-	lp_3195	YP_004890736.1	241	-	membrane protein
chr	NC_004567.2	2849149	2850249	-	1064036	-	lp_3196	YP_004890737.1	366	-	GTP-binding protein/GTPase, Obg family, YchF subfamily
chr	NC_004567.2	2850280	2850471	-	1061964	-	lp_3197	YP_004890738.1	63	-	hypothetical protein lp_3197
chr	NC_004567.2	2850496	2851386	-	1061960	parB1	lp_3198	YP_004890739.1	296	-	chromosome partitioning protein
chr	NC_004567.2	2851376	2852143	-	1063911	parA	lp_3199	YP_004890740.1	255	-	chromosome partitioning ATPase
chr	NC_004567.2	2852146	2852997	-	1061962	parB2	lp_3200	YP_004890741.1	283	-	Chromosome partitioning protein, DNA-binding protein
chr	NC_004567.2	2853015	2853749	-	1061914	gidB	lp_3201	YP_004890742.1	244	-	methyltransferase, cell division protein GidB
chr	NC_004567.2	2854090	2855373	-	1061934	nupC	lp_3204	YP_004890743.1	427	-	pyrimidine nucleoside transport protein
chr	NC_004567.2	2856108	2856941	+	1061978	-	lp_3205	YP_004890744.1	277	-	cell surface hydrolase
chr	NC_004567.2	2857513	2858409	-	1061527	-	lp_3206	YP_004890745.1	298	-	LysR family transcriptional regulator
chr	NC_004567.2	2858550	2859776	+	1062031	-	lp_3207	YP_004890746.1	408	-	PLP-dependent aminotransferase
chr	NC_004567.2	2860144	2860947	+	1062206	-	lp_3209	YP_004890747.1	267	-	cystine ABC transporter, substrate binding protein
chr	NC_004567.2	2861016	2861723	+	1062939	-	lp_3210	YP_004890748.1	235	-	cystine ABC transporter permease
chr	NC_004567.2	2861735	2862496	+	1061971	-	lp_3211	YP_004890749.1	253	-	cystine ABC transporter ATP-binding protein
chr	NC_004567.2	2862968	2863783	+	1061976	-	lp_3214	YP_004890750.1	271	-	cystathionine ABC transporter, substrate binding protein
chr	NC_004567.2	2863979	2864524	-	1061857	-	lp_3215	YP_004890751.1	181	-	hypothetical protein lp_3215
chr	NC_004567.2	2864886	2865203	+	1061858	-	lp_3216	YP_004890752.1	105	-	PadR family transcriptional regulator
chr	NC_004567.2	2865200	2865838	+	1061972	-	lp_3217	YP_004890753.1	212	-	membrane protein
chr	NC_004567.2	2865822	2866757	+	1062603	-	lp_3218	YP_004890754.1	311	-	extracellular protein, membrane-anchored
chr	NC_004567.2	2866843	2868768	-	1061869	pts26BCA	lp_3219	YP_004890755.1	641	-	PTS system, sucrose-specific EIIBCA component
chr	NC_004567.2	2868761	2870428	-	1061921	-	lp_3220	YP_004890756.1	555	-	sucrose/trehalose-6-phosphate hydrolase,glycosyl hydrolase family 13
chr	NC_004567.2	2870482	2871483	-	1061864	-	lp_3221	YP_004890757.1	333	-	LacI family transcriptional regulator
chr	NC_004567.2	2871746	2872831	-	1062239	-	lp_3223	YP_004890758.1	361	-	membrane protein
chr	NC_004567.2	2872907	2873662	-	1062014	-	lp_3224	YP_004890759.1	251	-	ABC transporter permease
chr	NC_004567.2	2873659	2874309	-	1062250	-	lp_3225	YP_004890760.1	216	-	ABC transporter ATP-binding protein
chr	NC_004567.2	2874457	2875902	+	1061842	-	lp_3226	YP_004890761.1	481	-	tRNA (uracil-5-)-methyltransferase
chr	NC_004567.2	2875941	2876384	+	1061859	-	lp_3227	YP_004890762.1	147	-	hypothetical protein lp_3227
chr	NC_004567.2	2876654	2877703	-	1061836	-	lp_3228	YP_004890763.1	349	-	metal-dependent hydrolase
chr	NC_004567.2	2877725	2879674	-	1064183	pts27BCA	lp_3229	YP_004890764.1	649	-	PTS system, beta-glucosides-specific EIIBCA component
chr	NC_004567.2	2879764	2881005	-	1061980	-	lp_3232	YP_004890765.1	413	-	hypothetical protein lp_3232
chr	NC_004567.2	2881006	2882232	-	1064023	-	lp_3233	YP_004890766.1	408	-	hypothetical protein lp_3233
chr	NC_004567.2	2882389	2883261	+	1061710	-	lp_3234	YP_004890767.1	290	-	LysR family transcriptional regulator
chr	NC_004567.2	2883615	2884466	+	1062207	-	lp_3236	YP_004890768.1	283	-	short-chain dehydrogenase/oxidoreductase,atypical SDR family, TMR-like
chr	NC_004567.2	2884581	2885405	-	1061445	-	lp_3237	YP_004890769.1	274	-	hydrolase, HAD superfamily, Cof family
chr	NC_004567.2	2885477	2885926	-	1061627	-	lp_3238	YP_004890770.1	149	-	MerR family transcriptional regulator
chr	NC_004567.2	2886020	2886883	-	1062610	-	lp_3239	YP_004890771.1	287	-	short-chain dehydrogenase/oxidoreductase,atypical SDR family, TMR-like
chr	NC_004567.2	2887100	2889094	-	1062212	pts28ABC	lp_3240	YP_004890772.1	664	-	PTS system, beta-glucosides-specific EIIABC component
chr	NC_004567.2	2889349	2890017	-	1061754	nth2	lp_3241	YP_004890773.1	222	-	endonuclease III
chr	NC_004567.2	2890133	2890390	-	1061135	-	lp_3243	YP_004890774.1	85	-	hypothetical protein lp_3243
chr	NC_004567.2	2890425	2890976	-	1063138	-	lp_3244	YP_004890775.1	183	-	NADPH-dependent FMN reductase family protein
chr	NC_004567.2	2891360	2892634	+	1061843	-	lp_3245	YP_004890776.1	424	-	hypothetical protein lp_3245
chr	NC_004567.2	2892770	2893369	-	1061469	-	lp_3246	YP_004890777.1	199	-	hypothetical protein lp_3246
chr	NC_004567.2	2893559	2894041	+	1062208	fur	lp_3247	YP_004890778.1	160	-	ferric uptake regulator
chr	NC_004567.2	2894285	2894641	-	1061490	-	lp_3248	YP_004890779.1	118	-	bacteriocin immunity protein
chr	NC_004567.2	2894836	2895063	-	1061798	-	lp_3250	YP_004890780.1	75	-	hypothetical protein lp_3250
chr	NC_004567.2	2895118	2895972	-	1062975	-	lp_3251	YP_004890781.1	284	-	3\',5\'-cyclic-nucleotide phosphodiesterase
chr	NC_004567.2	2896414	2896965	+	1064208	-	lp_3252	YP_004890782.1	183	-	GNAT family acetyltransferase
chr	NC_004567.2	2897377	2897796	-	1061807	lrgA	lp_3254	YP_004890783.1	139	-	murein hydrolase export protein
chr	NC_004567.2	2897816	2898544	-	1062544	lrgB	lp_3255	YP_004890784.1	242	-	murein hydrolase regulator
chr	NC_004567.2	2898719	2899558	-	1062622	-	lp_3256	YP_004890785.1	279	-	DegV family protein
chr	NC_004567.2	2900083	2900250	-	11933316	-	lp_3257	YP_004890786.1	55	-	hypothetical protein lp_3257
chr	NC_004567.2	2900418	2901116	+	1061811	-	lp_3259	YP_004890787.1	232	-	zinc-dependent proteinase
chr	NC_004567.2	2901723	2903219	+	1061491	crtN	lp_3262	YP_004890788.1	498	-	dehydrosqualene desaturase
chr	NC_004567.2	2903200	2904081	+	1061861	crtM	lp_3263	YP_004890789.1	293	-	dehydrosqualene synthase
chr	NC_004567.2	2904443	2905384	+	1061575	-	lp_3265	YP_004890790.1	313	-	cell surface hydrolase, membrane-bound
chr	NC_004567.2	2905451	2906563	-	1062205	glyK	lp_3266	YP_004890791.1	370	-	glycerate kinase
chr	NC_004567.2	2906699	2908033	+	1062188	gshR4	lp_3267	YP_004890792.1	444	-	glutathione reductase
chr	NC_004567.2	2908225	2908554	+	1064135	-	lp_3268	YP_004890793.1	109	-	bacteriocin immunity protein, EntA family
chr	NC_004567.2	2908776	2910074	-	1061814	purB	lp_3269	YP_004890794.1	432	-	adenylosuccinate lyase
chr	NC_004567.2	2910391	2911680	+	1062621	purA	lp_3270	YP_004890795.1	429	-	adenylosuccinate synthase
chr	NC_004567.2	2911723	2912700	+	1061982	guaC	lp_3271	YP_004890796.1	325	-	GMP reductase
chr	NC_004567.2	2912855	2913640	+	1062561	ptp2	lp_3272	YP_004890797.1	261	-	protein-tyrosine phosphatase
chr	NC_004567.2	2913721	2915178	-	1062618	cls	lp_3273	YP_004890798.1	485	-	cardiolipin synthetase 2
chr	NC_004567.2	2915769	2916251	-	1061987	-	lp_3275	YP_004890799.1	160	-	extracellular protein, membrane-anchored
chr	NC_004567.2	2917142	2918566	+	1061855	-	lp_3278	YP_004890800.1	474	-	amino acid transport protein
chr	NC_004567.2	2918828	2920870	+	1062657	kup2	lp_3279	YP_004890801.1	680	-	potassium uptake protein
chr	NC_004567.2	2920943	2921887	-	1061809	czcD1	lp_3280	YP_004890802.1	314	-	cation (cobalt-zinc-cadmium) efflux protein
chr	NC_004567.2	2922216	2923262	-	1061846	-	lp_3281	YP_004890803.1	348	-	membrane protein
chr	NC_004567.2	2923724	2924842	+	1061840	-	lp_3283	YP_004890804.1	372	-	methonine synthase (cobalamine-independent),C-terminal domain
chr	NC_004567.2	2924930	2925313	-	1061844	qacC	lp_3284	YP_004890805.1	127	-	quaternary ammonium compound-resistance protein
chr	NC_004567.2	2925328	2925636	-	1062766	qacH	lp_3285	YP_004890806.1	102	-	quaternary ammonium compound-resistance protein
chr	NC_004567.2	2925988	2926626	-	1061845	-	lp_3286	YP_004890807.1	212	-	membrane protein
chr	NC_004567.2	2926893	2927237	-	1061884	-	lp_3287	YP_004890808.1	114	-	ArsR family transcriptional regulator
chr	NC_004567.2	2927376	2928263	+	1062620	czcD2	lp_3288	YP_004890809.1	295	-	cation (cobalt-zinc-cadmium) efflux protein
chr	NC_004567.2	2928449	2929087	-	1061837	-	lp_3290	YP_004890810.1	212	-	Xre family transcriptional regulator
chr	NC_004567.2	2929165	2929398	-	1061805	-	lp_3291	YP_004890811.1	77	-	membrane protein
chr	NC_004567.2	2929908	2930075	+	1061863	-	lp_3292	YP_004890812.1	55	-	hypothetical protein lp_3292
chr	NC_004567.2	2930410	2930937	-	1062602	tag3	lp_3293	YP_004890813.1	175	-	DNA-3-methyladenine glycosylase I
chr	NC_004567.2	2930930	2932078	-	1062607	folP	lp_3294	YP_004890814.1	382	-	dihydropteroate synthase
chr	NC_004567.2	2932103	2932690	-	1061841	folQ	lp_3295	YP_004890815.1	195	-	dihydroneopterin triphosphate pyrophosphohydrolase
chr	NC_004567.2	2932687	2934051	-	1061887	folC2	lp_3296	YP_004890816.1	454	-	folylpolyglutamate synthase / dihydrofolate synthase
chr	NC_004567.2	2934060	2934629	-	1062597	folE	lp_3297	YP_004890817.1	189	-	GTP cyclohydrolase I
chr	NC_004567.2	2934622	2935134	-	1061876	folK	lp_3298	YP_004890818.1	170	-	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
chr	NC_004567.2	2935124	2935492	-	1061943	folB	lp_3299	YP_004890819.1	122	-	dihydroneopterin aldolase
chr	NC_004567.2	2935717	2936250	-	1062592	-	lp_3301	YP_004890820.1	177	-	bacteriocin transport protein
chr	NC_004567.2	2936421	2937329	+	1061871	-	lp_3302	YP_004890821.1	302	-	metal ion ABC transporter, substrate binding protein
chr	NC_004567.2	2937549	2938964	-	1062608	-	lp_3303	YP_004890822.1	471	-	multidrug transport protein, major facilitator superfamily (MFS), EmrB/QacA subfamily
chr	NC_004567.2	2939323	2939583	-	1062605	-	lp_3305	YP_004890823.1	86	-	hypothetical protein lp_3305
chr	NC_004567.2	2940231	2941493	+	1062601	ISP1_10	lp_3308	YP_004890824.1	420	-	transposase
chr	NC_004567.2	2946968	2947483	+	1062026	-	lp_3310	YP_004890825.1	171	-	membrane protein
chr	NC_004567.2	2947651	2948640	-	1063998	-	lp_3312	YP_004890826.1	329	-	beta-lactamase family protein
chr	NC_004567.2	2949058	2951316	+	1064019	pflB	lp_3313	YP_004890827.1	752	-	formate C-acetyltransferase
chr	NC_004567.2	2951353	2952174	+	1063963	pflA	lp_3314	YP_004890828.1	273	-	formate C-acetyltransferase activating enzyme
chr	NC_004567.2	2952399	2952710	-	1064020	-	lp_3316	YP_004890829.1	103	-	hypothetical protein lp_3316
chr	NC_004567.2	2953771	2954691	+	1064022	-	lp_3318	YP_004890830.1	306	-	aldo/keto reductase family protein
chr	NC_004567.2	2954861	2955385	+	1063951	-	lp_3319	YP_004890831.1	174	-	nucleotide-binding protein, histidine triad family
chr	NC_004567.2	2955480	2955725	-	1063962	-	lp_3321	YP_004890832.1	81	-	hypothetical protein lp_3321
chr	NC_004567.2	2955898	2956326	+	1063948	-	lp_3322	YP_004890833.1	142	-	hypothetical protein lp_3322
chr	NC_004567.2	2956429	2957070	-	1063982	-	lp_3323	YP_004890834.1	213	-	lipase/esterase, SGNH or GDSL hydrolase family
